deck_name,candidate_origin,route_type,proof_score,route_seed_cards,state_chain,produced_states,missing_states,required_support_roles,proof_comment,total_cost,depth
proof_based alternate_effect_win #10,proof_based,alternate_effect_win,100,ケロヨン・カルテット / ルソー・モンテス/法と契約の秤 / 奇石 ミクセル/ジャミング・チャフ,resource_loop(existing) -> ケロヨン・カルテット (alternate_win_progress:+6 / board_persistence:+2 / defense:+1 / disruption:+2 / hand:+1 / loop_output_to_win:+1 / replacement_destroy:+1 / resource_loop:+1 / terminal_win:+1 / win_progress:+5) -> ルソー・モンテス/法と契約の秤 (action_window:+1 / board:+1 / damage_pressure:+1 / loop_output_to_win:+1 / summon_permission:+1 / tempo:+2) -> 奇石 ミクセル/ジャミング・チャフ (board:+1 / cast_permission:-2 / damage_pressure:+1 / disruption:+2 / loop_output_to_win:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / resource_loop:+1) -> alternate_effect_win (action_window:+1 / alternate_win_progress:+6 / board:+2 / board_persistence:+2 / cast_permission:-2 / damage_pressure:+2 / defense:+1 / disruption:+4 / hand:+1 / loop_output_to_win:+3 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / replacement_destroy:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2 / terminal_win:+1 / win_progress:+5),"{""action_window"": 1, ""alternate_win_progress"": 6, ""board"": 2, ""board_persistence"": 2, ""cast_permission"": -2, ""damage_pressure"": 2, ""defense"": 1, ""disruption"": 4, ""hand"": 1, ""loop_output_to_win"": 3, ""opponent_action_lock"": 2, ""opponent_deck_pressure"": 1, ""replacement_destroy"": 1, ""resource_loop"": 2, ""summon_permission"": 1, ""tempo"": 2, ""terminal_win"": 1, ""win_progress"": 5}",,,alternate_effect_winの必須状態を満たす勝利証明候補です。seed=ケロヨン・カルテット / ルソー・モンテス/法と契約の秤 / 奇石 ミクセル/ジャミング・チャフ。作れている状態は action_window:+1 / alternate_win_progress:+6 / board:+2 / board_persistence:+2 / cast_permission:-2 / damage_pressure:+2 / defense:+1 / disruption:+4 / hand:+1 / loop_output_to_win:+3 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / replacement_destroy:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2 / terminal_win:+1 / win_progress:+5。,8,3
proof_based alternate_effect_win #11,proof_based,alternate_effect_win,100,ケロヨン・カルテット / ルソー・モンテス/法と契約の秤 / こたつむり,ケロヨン・カルテット (alternate_win_progress:+6 / board_persistence:+2 / defense:+1 / disruption:+2 / hand:+1 / loop_output_to_win:+1 / replacement_destroy:+1 / resource_loop:+1 / terminal_win:+1 / win_progress:+5) -> ルソー・モンテス/法と契約の秤 (action_window:+1 / board:+1 / damage_pressure:+1 / loop_output_to_win:+1 / summon_permission:+1 / tempo:+2) -> こたつむり (attack_permission:-2 / board:+1 / damage_pressure:+3 / defense:+1 / loop_output_to_win:+1 / opponent_action_lock:+1 / repeated_attack:+1) -> alternate_effect_win (action_window:+1 / alternate_win_progress:+6 / attack_permission:-2 / board:+2 / board_persistence:+2 / damage_pressure:+4 / defense:+2 / disruption:+2 / hand:+1 / loop_output_to_win:+3 / opponent_action_lock:+1 / repeated_attack:+1 / replacement_destroy:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2 / terminal_win:+1 / win_progress:+5),"{""action_window"": 1, ""alternate_win_progress"": 6, ""attack_permission"": -2, ""board"": 2, ""board_persistence"": 2, ""damage_pressure"": 4, ""defense"": 2, ""disruption"": 2, ""hand"": 1, ""loop_output_to_win"": 3, ""opponent_action_lock"": 1, ""repeated_attack"": 1, ""replacement_destroy"": 1, ""resource_loop"": 1, ""summon_permission"": 1, ""tempo"": 2, ""terminal_win"": 1, ""win_progress"": 5}",,,alternate_effect_winの必須状態を満たす勝利証明候補です。seed=ケロヨン・カルテット / ルソー・モンテス/法と契約の秤 / こたつむり。作れている状態は action_window:+1 / alternate_win_progress:+6 / attack_permission:-2 / board:+2 / board_persistence:+2 / damage_pressure:+4 / defense:+2 / disruption:+2 / hand:+1 / loop_output_to_win:+3 / opponent_action_lock:+1 / repeated_attack:+1 / replacement_destroy:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2 / terminal_win:+1 / win_progress:+5。,8,3
proof_based alternate_effect_win #12,proof_based,alternate_effect_win,100,ケロヨン・カルテット / ルソー・モンテス/法と契約の秤 / 漆黒の猛虎 チェイサー,ケロヨン・カルテット (alternate_win_progress:+6 / board_persistence:+2 / defense:+1 / disruption:+2 / hand:+1 / loop_output_to_win:+1 / replacement_destroy:+1 / resource_loop:+1 / terminal_win:+1 / win_progress:+5) -> ルソー・モンテス/法と契約の秤 (action_window:+1 / board:+1 / damage_pressure:+1 / loop_output_to_win:+1 / summon_permission:+1 / tempo:+2) -> 漆黒の猛虎 チェイサー (board:+1 / damage_pressure:+4 / graveyard:+1 / loop_output_to_win:+1 / opponent_deck_pressure:+1 / tempo:+1) -> alternate_effect_win (action_window:+1 / alternate_win_progress:+6 / board:+2 / board_persistence:+2 / damage_pressure:+5 / defense:+1 / disruption:+2 / graveyard:+1 / hand:+1 / loop_output_to_win:+3 / opponent_deck_pressure:+1 / replacement_destroy:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+3 / terminal_win:+1 / win_progress:+5),"{""action_window"": 1, ""alternate_win_progress"": 6, ""board"": 2, ""board_persistence"": 2, ""damage_pressure"": 5, ""defense"": 1, ""disruption"": 2, ""graveyard"": 1, ""hand"": 1, ""loop_output_to_win"": 3, ""opponent_deck_pressure"": 1, ""replacement_destroy"": 1, ""resource_loop"": 1, ""summon_permission"": 1, ""tempo"": 3, ""terminal_win"": 1, ""win_progress"": 5}",,,alternate_effect_winの必須状態を満たす勝利証明候補です。seed=ケロヨン・カルテット / ルソー・モンテス/法と契約の秤 / 漆黒の猛虎 チェイサー。作れている状態は action_window:+1 / alternate_win_progress:+6 / board:+2 / board_persistence:+2 / damage_pressure:+5 / defense:+1 / disruption:+2 / graveyard:+1 / hand:+1 / loop_output_to_win:+3 / opponent_deck_pressure:+1 / replacement_destroy:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+3 / terminal_win:+1 / win_progress:+5。,8,3
proof_based opponent_deckout_win #1,proof_based,opponent_deckout_win,100,栄光の翼 バロンアルデ / デュエにゃん皇帝,resource_loop(existing) -> 栄光の翼 バロンアルデ (attack_permission:-2 / board:+1 / damage_pressure:+1 / defense:+1 / graveyard:+1 / loop_output_to_win:+1 / mana:+1 / opponent_action_lock:+1 / opponent_deck_pressure:+2 / tempo:+1) -> デュエにゃん皇帝 (action_window:+1 / damage_pressure:+1 / defense:+1 / disruption:+2 / loop_output_to_win:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2) -> opponent_deckout_win (action_window:+1 / attack_permission:-2 / board:+1 / damage_pressure:+2 / defense:+2 / disruption:+2 / graveyard:+1 / loop_output_to_win:+2 / mana:+1 / opponent_action_lock:+1 / opponent_deck_pressure:+2 / resource_loop:+1 / summon_permission:+1 / tempo:+3),"{""action_window"": 1, ""attack_permission"": -2, ""board"": 1, ""damage_pressure"": 2, ""defense"": 2, ""disruption"": 2, ""graveyard"": 1, ""loop_output_to_win"": 2, ""mana"": 1, ""opponent_action_lock"": 1, ""opponent_deck_pressure"": 2, ""resource_loop"": 1, ""summon_permission"": 1, ""tempo"": 3}",,,opponent_deckout_winの必須状態を満たす勝利証明候補です。seed=栄光の翼 バロンアルデ / デュエにゃん皇帝。作れている状態は action_window:+1 / attack_permission:-2 / board:+1 / damage_pressure:+2 / defense:+2 / disruption:+2 / graveyard:+1 / loop_output_to_win:+2 / mana:+1 / opponent_action_lock:+1 / opponent_deck_pressure:+2 / resource_loop:+1 / summon_permission:+1 / tempo:+3。,8,2
proof_based opponent_deckout_win #2,proof_based,opponent_deckout_win,100,地の学び 至脚 / デュエにゃん皇帝,resource_loop(existing) -> 地の学び 至脚 (attack_permission:-2 / board:+1 / damage_pressure:+1 / defense:+1 / graveyard:+1 / loop_output_to_win:+1 / mana:+1 / opponent_action_lock:+1 / opponent_deck_pressure:+2 / tempo:+1) -> デュエにゃん皇帝 (action_window:+1 / damage_pressure:+1 / defense:+1 / disruption:+2 / loop_output_to_win:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2) -> opponent_deckout_win (action_window:+1 / attack_permission:-2 / board:+1 / damage_pressure:+2 / defense:+2 / disruption:+2 / graveyard:+1 / loop_output_to_win:+2 / mana:+1 / opponent_action_lock:+1 / opponent_deck_pressure:+2 / resource_loop:+1 / summon_permission:+1 / tempo:+3),"{""action_window"": 1, ""attack_permission"": -2, ""board"": 1, ""damage_pressure"": 2, ""defense"": 2, ""disruption"": 2, ""graveyard"": 1, ""loop_output_to_win"": 2, ""mana"": 1, ""opponent_action_lock"": 1, ""opponent_deck_pressure"": 2, ""resource_loop"": 1, ""summon_permission"": 1, ""tempo"": 3}",,,opponent_deckout_winの必須状態を満たす勝利証明候補です。seed=地の学び 至脚 / デュエにゃん皇帝。作れている状態は action_window:+1 / attack_permission:-2 / board:+1 / damage_pressure:+2 / defense:+2 / disruption:+2 / graveyard:+1 / loop_output_to_win:+2 / mana:+1 / opponent_action_lock:+1 / opponent_deck_pressure:+2 / resource_loop:+1 / summon_permission:+1 / tempo:+3。,8,2
proof_based opponent_deckout_win #3,proof_based,opponent_deckout_win,100,奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / ベイB パオパオ,resource_loop(existing) -> 奇石 ミクセル/ジャミング・チャフ (board:+1 / cast_permission:-2 / damage_pressure:+1 / disruption:+2 / loop_output_to_win:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / resource_loop:+1) -> デュエにゃん皇帝 (action_window:+1 / damage_pressure:+1 / defense:+1 / disruption:+2 / loop_output_to_win:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2) -> ベイB パオパオ (board:+1 / damage_pressure:+3 / graveyard:+1 / hand:+1 / loop_output_to_win:+1 / mana:+1 / opponent_deck_pressure:+1 / repeated_attack:+1 / resource_loop:+2 / tempo:+1) -> opponent_deckout_win (action_window:+1 / board:+2 / cast_permission:-2 / damage_pressure:+5 / defense:+1 / disruption:+4 / graveyard:+1 / hand:+1 / loop_output_to_win:+3 / mana:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+2 / repeated_attack:+1 / resource_loop:+4 / summon_permission:+1 / tempo:+3),"{""action_window"": 1, ""board"": 2, ""cast_permission"": -2, ""damage_pressure"": 5, ""defense"": 1, ""disruption"": 4, ""graveyard"": 1, ""hand"": 1, ""loop_output_to_win"": 3, ""mana"": 1, ""opponent_action_lock"": 2, ""opponent_deck_pressure"": 2, ""repeated_attack"": 1, ""resource_loop"": 4, ""summon_permission"": 1, ""tempo"": 3}",,,opponent_deckout_winの必須状態を満たす勝利証明候補です。seed=奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / ベイB パオパオ。作れている状態は action_window:+1 / board:+2 / cast_permission:-2 / damage_pressure:+5 / defense:+1 / disruption:+4 / graveyard:+1 / hand:+1 / loop_output_to_win:+3 / mana:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+2 / repeated_attack:+1 / resource_loop:+4 / summon_permission:+1 / tempo:+3。,8,3
proof_based opponent_deckout_win #4,proof_based,opponent_deckout_win,100,奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / 天斬の悪魔龍 ジュランデス,resource_loop(existing) -> 奇石 ミクセル/ジャミング・チャフ (board:+1 / cast_permission:-2 / damage_pressure:+1 / disruption:+2 / loop_output_to_win:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / resource_loop:+1) -> デュエにゃん皇帝 (action_window:+1 / damage_pressure:+1 / defense:+1 / disruption:+2 / loop_output_to_win:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2) -> 天斬の悪魔龍 ジュランデス (board:+1 / damage_pressure:+3 / disruption:+3 / loop_output_to_win:+1 / repeated_attack:+1 / resource_loop:+2 / zone_change_permission:+1) -> opponent_deckout_win (action_window:+1 / board:+2 / cast_permission:-2 / damage_pressure:+5 / defense:+1 / disruption:+7 / loop_output_to_win:+3 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / repeated_attack:+1 / resource_loop:+4 / summon_permission:+1 / tempo:+2 / zone_change_permission:+1),"{""action_window"": 1, ""board"": 2, ""cast_permission"": -2, ""damage_pressure"": 5, ""defense"": 1, ""disruption"": 7, ""loop_output_to_win"": 3, ""opponent_action_lock"": 2, ""opponent_deck_pressure"": 1, ""repeated_attack"": 1, ""resource_loop"": 4, ""summon_permission"": 1, ""tempo"": 2, ""zone_change_permission"": 1}",,,opponent_deckout_winの必須状態を満たす勝利証明候補です。seed=奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / 天斬の悪魔龍 ジュランデス。作れている状態は action_window:+1 / board:+2 / cast_permission:-2 / damage_pressure:+5 / defense:+1 / disruption:+7 / loop_output_to_win:+3 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / repeated_attack:+1 / resource_loop:+4 / summon_permission:+1 / tempo:+2 / zone_change_permission:+1。,8,3
proof_based opponent_deckout_win #5,proof_based,opponent_deckout_win,100,奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / グレイト“S-駆”,resource_loop(existing) -> 奇石 ミクセル/ジャミング・チャフ (board:+1 / cast_permission:-2 / damage_pressure:+1 / disruption:+2 / loop_output_to_win:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / resource_loop:+1) -> デュエにゃん皇帝 (action_window:+1 / damage_pressure:+1 / defense:+1 / disruption:+2 / loop_output_to_win:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2) -> グレイト“S-駆” (damage_pressure:+4 / defense:+1 / disruption:+2 / hand:+1 / loop_output_to_win:+1 / repeated_attack:+1 / resource_loop:+1 / tempo:+1) -> opponent_deckout_win (action_window:+1 / board:+1 / cast_permission:-2 / damage_pressure:+6 / defense:+2 / disruption:+6 / hand:+1 / loop_output_to_win:+3 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / repeated_attack:+1 / resource_loop:+3 / summon_permission:+1 / tempo:+3),"{""action_window"": 1, ""board"": 1, ""cast_permission"": -2, ""damage_pressure"": 6, ""defense"": 2, ""disruption"": 6, ""hand"": 1, ""loop_output_to_win"": 3, ""opponent_action_lock"": 2, ""opponent_deck_pressure"": 1, ""repeated_attack"": 1, ""resource_loop"": 3, ""summon_permission"": 1, ""tempo"": 3}",,,opponent_deckout_winの必須状態を満たす勝利証明候補です。seed=奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / グレイト“S-駆”。作れている状態は action_window:+1 / board:+1 / cast_permission:-2 / damage_pressure:+6 / defense:+2 / disruption:+6 / hand:+1 / loop_output_to_win:+3 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / repeated_attack:+1 / resource_loop:+3 / summon_permission:+1 / tempo:+3。,8,3
proof_based opponent_deckout_win #6,proof_based,opponent_deckout_win,100,奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / Dの揺籠 メリーボーイラウンド,resource_loop(existing) -> 奇石 ミクセル/ジャミング・チャフ (board:+1 / cast_permission:-2 / damage_pressure:+1 / disruption:+2 / loop_output_to_win:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / resource_loop:+1) -> デュエにゃん皇帝 (action_window:+1 / damage_pressure:+1 / defense:+1 / disruption:+2 / loop_output_to_win:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2) -> Dの揺籠 メリーボーイラウンド (damage_pressure:+2 / defense:+1 / disruption:+2 / hand:+1 / loop_output_to_win:+1 / repeated_attack:+1 / resource_loop:+2) -> opponent_deckout_win (action_window:+1 / board:+1 / cast_permission:-2 / damage_pressure:+4 / defense:+2 / disruption:+6 / hand:+1 / loop_output_to_win:+3 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / repeated_attack:+1 / resource_loop:+4 / summon_permission:+1 / tempo:+2),"{""action_window"": 1, ""board"": 1, ""cast_permission"": -2, ""damage_pressure"": 4, ""defense"": 2, ""disruption"": 6, ""hand"": 1, ""loop_output_to_win"": 3, ""opponent_action_lock"": 2, ""opponent_deck_pressure"": 1, ""repeated_attack"": 1, ""resource_loop"": 4, ""summon_permission"": 1, ""tempo"": 2}",,,opponent_deckout_winの必須状態を満たす勝利証明候補です。seed=奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / Dの揺籠 メリーボーイラウンド。作れている状態は action_window:+1 / board:+1 / cast_permission:-2 / damage_pressure:+4 / defense:+2 / disruption:+6 / hand:+1 / loop_output_to_win:+3 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / repeated_attack:+1 / resource_loop:+4 / summon_permission:+1 / tempo:+2。,8,3
proof_based opponent_deckout_win #7,proof_based,opponent_deckout_win,100,奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / グローリー・ストーン,resource_loop(existing) -> 奇石 ミクセル/ジャミング・チャフ (board:+1 / cast_permission:-2 / damage_pressure:+1 / disruption:+2 / loop_output_to_win:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / resource_loop:+1) -> デュエにゃん皇帝 (action_window:+1 / damage_pressure:+1 / defense:+1 / disruption:+2 / loop_output_to_win:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2) -> グローリー・ストーン (graveyard:+1 / loop_output_to_win:+1 / mana:+1 / opponent_deck_pressure:+2 / tempo:+1) -> opponent_deckout_win (action_window:+1 / board:+1 / cast_permission:-2 / damage_pressure:+2 / defense:+1 / disruption:+4 / graveyard:+1 / loop_output_to_win:+3 / mana:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+3 / resource_loop:+2 / summon_permission:+1 / tempo:+3),"{""action_window"": 1, ""board"": 1, ""cast_permission"": -2, ""damage_pressure"": 2, ""defense"": 1, ""disruption"": 4, ""graveyard"": 1, ""loop_output_to_win"": 3, ""mana"": 1, ""opponent_action_lock"": 2, ""opponent_deck_pressure"": 3, ""resource_loop"": 2, ""summon_permission"": 1, ""tempo"": 3}",,,opponent_deckout_winの必須状態を満たす勝利証明候補です。seed=奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / グローリー・ストーン。作れている状態は action_window:+1 / board:+1 / cast_permission:-2 / damage_pressure:+2 / defense:+1 / disruption:+4 / graveyard:+1 / loop_output_to_win:+3 / mana:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+3 / resource_loop:+2 / summon_permission:+1 / tempo:+3。,8,3
proof_based opponent_deckout_win #8,proof_based,opponent_deckout_win,100,奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / D2B バブール,resource_loop(existing) -> 奇石 ミクセル/ジャミング・チャフ (board:+1 / cast_permission:-2 / damage_pressure:+1 / disruption:+2 / loop_output_to_win:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / resource_loop:+1) -> デュエにゃん皇帝 (action_window:+1 / damage_pressure:+1 / defense:+1 / disruption:+2 / loop_output_to_win:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2) -> D2B バブール (board:+1 / damage_pressure:+3 / graveyard:+1 / hand:+1 / loop_output_to_win:+1 / opponent_deck_pressure:+1 / repeated_attack:+1) -> opponent_deckout_win (action_window:+1 / board:+2 / cast_permission:-2 / damage_pressure:+5 / defense:+1 / disruption:+4 / graveyard:+1 / hand:+1 / loop_output_to_win:+3 / opponent_action_lock:+2 / opponent_deck_pressure:+2 / repeated_attack:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2),"{""action_window"": 1, ""board"": 2, ""cast_permission"": -2, ""damage_pressure"": 5, ""defense"": 1, ""disruption"": 4, ""graveyard"": 1, ""hand"": 1, ""loop_output_to_win"": 3, ""opponent_action_lock"": 2, ""opponent_deck_pressure"": 2, ""repeated_attack"": 1, ""resource_loop"": 2, ""summon_permission"": 1, ""tempo"": 2}",,,opponent_deckout_winの必須状態を満たす勝利証明候補です。seed=奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / D2B バブール。作れている状態は action_window:+1 / board:+2 / cast_permission:-2 / damage_pressure:+5 / defense:+1 / disruption:+4 / graveyard:+1 / hand:+1 / loop_output_to_win:+3 / opponent_action_lock:+2 / opponent_deck_pressure:+2 / repeated_attack:+1 / resource_loop:+2 / summon_permission:+1 / tempo:+2。,8,3
proof_based opponent_deckout_win #9,proof_based,opponent_deckout_win,100,奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / 葬送の守護者ドルルン,resource_loop(existing) -> 奇石 ミクセル/ジャミング・チャフ (board:+1 / cast_permission:-2 / damage_pressure:+1 / disruption:+2 / loop_output_to_win:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / resource_loop:+1) -> デュエにゃん皇帝 (action_window:+1 / damage_pressure:+1 / defense:+1 / disruption:+2 / loop_output_to_win:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2) -> 葬送の守護者ドルルン (board:-1 / defense:+1 / disruption:+2 / graveyard:+1 / loop_output_to_win:+1 / opponent_deck_pressure:+1) -> opponent_deckout_win (action_window:+1 / cast_permission:-2 / damage_pressure:+2 / defense:+2 / disruption:+6 / graveyard:+1 / loop_output_to_win:+3 / opponent_action_lock:+2 / opponent_deck_pressure:+2 / resource_loop:+2 / summon_permission:+1 / tempo:+2),"{""action_window"": 1, ""cast_permission"": -2, ""damage_pressure"": 2, ""defense"": 2, ""disruption"": 6, ""graveyard"": 1, ""loop_output_to_win"": 3, ""opponent_action_lock"": 2, ""opponent_deck_pressure"": 2, ""resource_loop"": 2, ""summon_permission"": 1, ""tempo"": 2}",,,opponent_deckout_winの必須状態を満たす勝利証明候補です。seed=奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / 葬送の守護者ドルルン。作れている状態は action_window:+1 / cast_permission:-2 / damage_pressure:+2 / defense:+2 / disruption:+6 / graveyard:+1 / loop_output_to_win:+3 / opponent_action_lock:+2 / opponent_deck_pressure:+2 / resource_loop:+2 / summon_permission:+1 / tempo:+2。,8,3
proof_based opponent_deckout_win #10,proof_based,opponent_deckout_win,100,奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / ベイB ポレポレ,resource_loop(existing) -> 奇石 ミクセル/ジャミング・チャフ (board:+1 / cast_permission:-2 / damage_pressure:+1 / disruption:+2 / loop_output_to_win:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / resource_loop:+1) -> デュエにゃん皇帝 (action_window:+1 / damage_pressure:+1 / defense:+1 / disruption:+2 / loop_output_to_win:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2) -> ベイB ポレポレ (board:+1 / damage_pressure:+3 / hand:+1 / loop_output_to_win:+1 / repeated_attack:+1 / resource_loop:+2) -> opponent_deckout_win (action_window:+1 / board:+2 / cast_permission:-2 / damage_pressure:+5 / defense:+1 / disruption:+4 / hand:+1 / loop_output_to_win:+3 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / repeated_attack:+1 / resource_loop:+4 / summon_permission:+1 / tempo:+2),"{""action_window"": 1, ""board"": 2, ""cast_permission"": -2, ""damage_pressure"": 5, ""defense"": 1, ""disruption"": 4, ""hand"": 1, ""loop_output_to_win"": 3, ""opponent_action_lock"": 2, ""opponent_deck_pressure"": 1, ""repeated_attack"": 1, ""resource_loop"": 4, ""summon_permission"": 1, ""tempo"": 2}",,,opponent_deckout_winの必須状態を満たす勝利証明候補です。seed=奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / ベイB ポレポレ。作れている状態は action_window:+1 / board:+2 / cast_permission:-2 / damage_pressure:+5 / defense:+1 / disruption:+4 / hand:+1 / loop_output_to_win:+3 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / repeated_attack:+1 / resource_loop:+4 / summon_permission:+1 / tempo:+2。,8,3
proof_based opponent_deckout_win #11,proof_based,opponent_deckout_win,100,奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / ベイB ソーター,resource_loop(existing) -> 奇石 ミクセル/ジャミング・チャフ (board:+1 / cast_permission:-2 / damage_pressure:+1 / disruption:+2 / loop_output_to_win:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / resource_loop:+1) -> デュエにゃん皇帝 (action_window:+1 / damage_pressure:+1 / defense:+1 / disruption:+2 / loop_output_to_win:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2) -> ベイB ソーター (board:+1 / damage_pressure:+3 / hand:+1 / loop_output_to_win:+1 / repeated_attack:+1 / resource_loop:+2) -> opponent_deckout_win (action_window:+1 / board:+2 / cast_permission:-2 / damage_pressure:+5 / defense:+1 / disruption:+4 / hand:+1 / loop_output_to_win:+3 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / repeated_attack:+1 / resource_loop:+4 / summon_permission:+1 / tempo:+2),"{""action_window"": 1, ""board"": 2, ""cast_permission"": -2, ""damage_pressure"": 5, ""defense"": 1, ""disruption"": 4, ""hand"": 1, ""loop_output_to_win"": 3, ""opponent_action_lock"": 2, ""opponent_deck_pressure"": 1, ""repeated_attack"": 1, ""resource_loop"": 4, ""summon_permission"": 1, ""tempo"": 2}",,,opponent_deckout_winの必須状態を満たす勝利証明候補です。seed=奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / ベイB ソーター。作れている状態は action_window:+1 / board:+2 / cast_permission:-2 / damage_pressure:+5 / defense:+1 / disruption:+4 / hand:+1 / loop_output_to_win:+3 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / repeated_attack:+1 / resource_loop:+4 / summon_permission:+1 / tempo:+2。,8,3
proof_based opponent_deckout_win #12,proof_based,opponent_deckout_win,100,奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / ベイB クッジャ,resource_loop(existing) -> 奇石 ミクセル/ジャミング・チャフ (board:+1 / cast_permission:-2 / damage_pressure:+1 / disruption:+2 / loop_output_to_win:+1 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / resource_loop:+1) -> デュエにゃん皇帝 (action_window:+1 / damage_pressure:+1 / defense:+1 / disruption:+2 / loop_output_to_win:+1 / resource_loop:+1 / summon_permission:+1 / tempo:+2) -> ベイB クッジャ (board:+1 / damage_pressure:+3 / hand:+1 / loop_output_to_win:+1 / repeated_attack:+1 / resource_loop:+2) -> opponent_deckout_win (action_window:+1 / board:+2 / cast_permission:-2 / damage_pressure:+5 / defense:+1 / disruption:+4 / hand:+1 / loop_output_to_win:+3 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / repeated_attack:+1 / resource_loop:+4 / summon_permission:+1 / tempo:+2),"{""action_window"": 1, ""board"": 2, ""cast_permission"": -2, ""damage_pressure"": 5, ""defense"": 1, ""disruption"": 4, ""hand"": 1, ""loop_output_to_win"": 3, ""opponent_action_lock"": 2, ""opponent_deck_pressure"": 1, ""repeated_attack"": 1, ""resource_loop"": 4, ""summon_permission"": 1, ""tempo"": 2}",,,opponent_deckout_winの必須状態を満たす勝利証明候補です。seed=奇石 ミクセル/ジャミング・チャフ / デュエにゃん皇帝 / ベイB クッジャ。作れている状態は action_window:+1 / board:+2 / cast_permission:-2 / damage_pressure:+5 / defense:+1 / disruption:+4 / hand:+1 / loop_output_to_win:+3 / opponent_action_lock:+2 / opponent_deck_pressure:+1 / repeated_attack:+1 / resource_loop:+4 / summon_permission:+1 / tempo:+2。,8,3
